DateTime,PlayersCount
10/15/2006 15:00,1421
10/15/2006 16:00,1371
10/15/2006 17:00,1294
10/15/2006 18:00,1227
10/15/2006 19:00,1422
10/15/2006 20:00,1779
10/15/2006 21:00,1980
10/15/2006 22:00,2037
10/15/2006 23:00,1873
10/22/2006 0:00,1894
10/22/2006 1:00,1468
10/22/2006 2:00,996
10/22/2006 3:00,551
10/22/2006 4:00,423
10/22/2006 5:00,276
10/22/2006 6:00,250
10/22/2006 7:00,267
10/22/2006 8:00,329
10/22/2006 9:00,592
10/22/2006 10:00,856
10/22/2006 11:00,1040
10/22/2006 12:00,1052
10/22/2006 13:00,1233
10/22/2006 14:00,1380
10/22/2006 15:00,1353
10/22/2006 16:00,1331
10/22/2006 17:00,1274
